order_id,customer_id,customer_city,customer_state,order_date,order_month,product_id,product_category_name,price,payment_value,review_score
d1d889b705a1d015ae3040fe1cb24be7,d37a69de40751a15e695ac5b4d6d45d9,caxias do sul,RS,2018-07-04,2018-07,c7fd13b5e515bffdab855d0812842edb,furniture_decor,40.0,126.16,5
5c65f6e8b3825aeb9c088dc89edec2e5,1e660f43dd676ad1838e7fbcf617947c,cachoeirinha,RS,2018-06-04,2018-06,0c8b6b6e4f9ee5fe2c48d6cee4c69bc8,signaling_and_security,100.0,288.94,3
91199340efe15554e4533e5ffe47a31b,41110560ba94c2e86afc7a12ad56ad08,frederico westphalen,RS,2017-03-31,2017-03,2b6c38dc34f7d28ba93d469431bb6c88,market_place,19.9,30.86,5
f8332e57ea462615c306d9c51333b744,c8264ac3fe404850da5ff804eb71d719,botucatu,SP,2017-11-29,2017-11,fa39c60599eb6573020f07a1b4dd38cf,housewares,86.36,104.21,3
9b1c817fd98473c0a0dab2a95b5979a6,1be70cd84bb8fdc5c77a52054d6250f8,belo horizonte,MG,2017-08-06,2017-08,f489f20b3bba5b295fa7d3901c203fce,furniture_decor,41.73,56.83,5
b3981f7b203bb77c3d52bc97e46c5b25,730769d8a5103f14d741ad1706e1c352,penapolis,SP,2017-04-22,2017-04,1c9c1e9c68e2311f81258433b7e0092b,furniture_decor,33.0,376.51,5
d40dd8018a5302969efb31bd21744cab,0470c47f1dd7a91d0f3b8a420589e0f7,sete lagoas,MG,2017-03-23,2017-03,2284b28ca179d66957a67ef01a5b7d6c,housewares,35.0,49.12,3
6d58638e32674bebee793a47ac4cbadc,2ba91e12e5e4c9f56b82b86d9031d329,suzano,SP,2017-11-25,2017-11,eea3e07f864a0a1389726d8a5f31c3f6,perfumery,99.9,10.45,1
cc16ebef1f3a4045ed7084406d057749,c2dd4419fff3be4ee48f93165e30984b,novo hamburgo,RS,2018-05-21,2018-05,990d135e28e075648cb7d83198fdccf4,baby,77.98,94.5,5
7b5dc68850daf14f7b74396f30647f6e,337d71dec9e598ff68b2266eeb180802,sao paulo,SP,2018-07-26,2018-07,4df79064ddcd595b7c0ca80f9729a67b,stationery,79.0,51.67,5
aa2ae4efd578f1c304128a899e4d1a17,3cb66f1169b5dd1fc680f9a951641612,garopaba,SC,2017-06-08,2017-06,bbf76ccd9b620fb13136c95bc5adb5da,bed_bath_table,338.5,417.89,5
d21873cfa21e689e4dbfd43a99326424,e22f05c379d76f1d5fc3e6fcfe574b5a,rio de janeiro,RJ,2017-10-24,2017-10,d5991653e037ccb7af6ed7d94246b249,computers_accessories,137.9,706.84,5
49ed07bff8d01accb7ead0923ee6d91d,79a0a48f090029fdb61ab96f1c7127b0,porto alegre,RS,2018-06-04,2018-06,875e0d1c97176d76e9b04c98d06383d2,baby,145.9,204.78,5
fe89167e2ec9e9b03d0a6f28a2987381,b171f4d6134c0cc013a5c892e658e43f,mairipora,SP,2017-12-02,2017-12,1a0910c102a7df46a8d1ffe68b2c3d2e,auto,599.0,623.59,5
c3e4094adfa71210e702f8e3f90b5569,befb9c2cbe0ffcea1a14e6be4f71cc9c,duque de caxias,RJ,2017-12-12,2017-12,d3d2f358e7e92dbbbc0a37d0b7435253,housewares,188.87,189.4,3
1e83365a2599c645e08374e7b16558e6,b84ea048b9f3abfe7253fbe3f96c1933,pirassununga,SP,2018-01-18,2018-01,18b0e642cbae7251e60a64aa07dd9eb9,computers_accessories,31.9,47.0,3
6d5f62b312ef08610aa99b1a365ec10b,2c58296eab043d713ee5fc669f6aba05,uberaba,MG,2018-07-05,2018-07,013298e0648d412de0d65690045493bc,perfumery,49.9,72.18,5
408c159bf7f5bb5ee0ee64ca6be81ab3,c72a2535917c69cffe7135677632702a,itauna,MG,2018-08-12,2018-08,2c925b58c178637d60168ac80cf7f836,toys,129.99,150.09,5
4467dd578066b5d41c3c401cb0b3f628,56f735ffc907f93942f622dfa0010ac4,batatais,SP,2017-07-11,2017-07,7fe486a60125c1541517e30944f95066,home_appliances_2,149.0,176.36,5
45cd1a6af2fc3bbb9c5869ace4eef304,53a19e234992bd5782f8ca4f79022f5d,santa cruz do sul,RS,2017-07-03,2017-07,869ea93586ecd74a64e5aafcad1036a9,food_drink,41.5,57.61,5
e7ad3898894027b09ce153449f7bc10d,69f4df610a30ec36ed97c3a0b3bdc56b,rio de janeiro,RJ,2018-08-04,2018-08,0b8d94b0bcf4e22c9bf886c98bb994d3,baby,195.9,285.94,1
7936367b7140cd4370be2d7eb8d3e325,f0f76dbeeb66c9fadaf92fa912cc6248,sao paulo,SP,2018-07-30,2018-07,1058e78d49ac73bc388e05633c15f47b,health_beauty,16.08,23.47,5
d33ed17c28104a5821b0aed3fd7323d0,6cd040460d7a32fa711a4da0dc30f187,alta floresta,MT,2017-11-03,2017-11,b248cbdf748a977cdf76991dd59fc429,auto,15.0,30.56,5
fa62460ddee7c6bec9b869108ae5d32d,1d1165426dcf7175c06609f8326ec3eb,itaquaquecetuba,SP,2017-07-30,2017-07,a09fb9f597a4b8a13ab0c72d70c77081,watches_gifts,78.0,85.8,3
873d881b77cf19f2dc893b76bb10eedb,88baf52788899093fb71f949ca720b96,rio de janeiro,RJ,2018-01-09,2018-01,202d6bc7af7609f371b94e032925d314,bed_bath_table,28.99,88.19,1
3eb7b3f39b5c39ce07dae0c4bfbf5dd0,5fb72531a5f56bbbffaed518edd7c504,alianca do tocantins,TO,2018-01-08,2018-01,4c2394abfbac7ff59ec7a420918562fa,health_beauty,84.99,112.12,5
950d73734673943202a34946bb62db32,1ac612d46ac895dbe3666d3116b90a19,campinas,SP,2017-12-14,2017-12,15d44826d5399e2de342314886ff0e05,sports_leisure,193.0,209.98,5
515bc93518f13397922a59117cc11434,de5127e844f7bc6e9593315e778d7da1,sao paulo,SP,2017-08-05,2017-08,d0a0dff67561da5aff3fb665d91a76e0,furniture_decor,73.35,86.2,5
22deaa695e6bee4bb06af5da6cdcdabe,76f2f2c46b45b955bf74735a1bb30e92,sao paulo,SP,2017-10-21,2017-10,3468c85c5c4de55707fd08e4f5b665dd,toys,25.99,35.33,3
db7a9e1d2cbac54cc7ead44f1ae8535c,3eda5c7e6340baf62f38dec00856a877,sao paulo,SP,2018-02-16,2018-02,165f86fe8b799a708a20ee4ba125c289,cool_stuff,176.99,192.98,3
23c5d822ecef1bbf136d525d59caddb8,6d98e14c0f422a2e7cdcd8134d1fdd86,porto alegre,RS,2017-06-11,2017-06,4ae634441e444ca4bc85903cafe98d73,telephony,11.99,26.09,5
741e8e0a228d10eeafd9ff29fbaae693,3285874377adbb5480c7730e0788e575,passos,MG,2017-02-27,2017-02,7721582bb750762d81850267d19881c1,bed_bath_table,59.5,72.5,4
69b12121d8945a3eb37c23bfd3a9d0c9,16cfe4eeb79c435605a28eea32eb94d8,sao paulo,SP,2017-10-13,2017-10,798e4e153e7141eb95d330765208c63b,pet_shop,129.9,139.62,4
b8cfc70398c982df76df0917f55d96b9,97c9d8b2434624d9179f776ee63e2fc7,belo horizonte,MG,2017-08-27,2017-08,1ef71d12e77a6bb27f555c45747807ab,toys,156.9,171.02,5
8e7c4bc6f83390fd197e3494442f1925,04c29d61a03932febec8dbc323b339da,sao paulo,SP,2018-08-01,2018-08,50571d0f0f8ffbeec1c64cefeec01135,fashion_bags_accessories,83.9,93.24,5
02d63a39dc1b1a296141b46d3db19415,e20a7db0678d2a167680a003fc25d4cd,paulinia,SP,2018-03-31,2018-03,a7e03f1bcebad9ca43f8f4dbda9bc1b6,health_beauty,130.0,145.79,1
ebb30219be9942791cb365838ca0dcc5,0b740973d0afec9625bbd885a48c9faf,barra do bugres,MT,2018-05-08,2018-05,4ca054c4db947395a9f82c897d14b9cc,construction_tools_safety,161.25,184.09,1
072500f428180f8c177181dd1e027d5b,0fd0d782dea419932dead552f87672df,rio de janeiro,RJ,2018-02-22,2018-02,e4d56c64196ecb182e719d9bacd0628a,baby,70.0,87.77,1
5d636e00c8235b39e3149dd8ddc949b8,c1b3478907a0889328e147a2a3d7ccfd,aracruz,ES,2017-08-08,2017-08,e5f4167c170ccd8777cbf51841b6f7f3,furniture_decor,67.9,83.13,5
cd6f283a1308f75b894c315359b521d7,d95ce2be6ff270c56b9120ab3a481146,sao paulo,SP,2018-04-30,2018-04,b42c05a477c94b52587fa47d777928df,bed_bath_table,94.5,106.5,1
962debbd5f682617761de8b0f7789bc5,5ed8d20445c356efaf39b27949caa8c3,teofilo otoni,MG,2017-06-05,2017-06,45cfee87da128a8f939226bedd92a72d,pet_shop,32.64,47.74,5
e3234cd6072b07fce570475325d2ca5f,5d8ec993e080395927c305ceed2ca621,orizona,GO,2018-05-04,2018-05,6ab41d7f15e7af9d6c7cd912055acc1a,sports_leisure,105.9,129.57,5
b00bb5cc3213f8b0ea13efd866f4e020,43bfce0b562774544578f877196a67c3,ribeirao pires,SP,2018-04-27,2018-04,b3f3d2afe706552a90fd99f870e4ddf5,unknown,59.99,162.98,5
14ed10674adcf55aeb8ff2f20c66006e,a36b9699278f1b6a6dbdcbf92bb46290,propria,SE,2018-03-25,2018-03,632fe3d92c45b5c83f4102fadd94ee92,industry_commerce_and_business,138.0,208.96,5
948be76f305c16c3ddc7bfcdfaf093ac,e80cbdbc6b5a428ecbdabeb46c4945c2,piracicaba,SP,2017-09-27,2017-09,8adfef9b7c8f92b52ef0d9fb88ee9997,office_furniture,79.99,202.4,4
feb3bdbaf1981d66fc08d70fca979fd8,9cd198046b343d7e99c505ee8c9addaf,sao pedro da aldeia,RJ,2018-03-30,2018-03,b8b426747049f2d3d6e00b486d47dedb,health_beauty,99.9,125.41,1
3af00e0602421aa412b0f4ef0ebdb6c4,59e0d4564a850e47541812e373226501,sao bernardo do campo,SP,2017-09-01,2017-09,87b42927619008f877bfcdd5068e7edf,furniture_decor,34.99,46.84,5
f6c9fe3ff737f5568e352b5b2afcf112,b354952c4607431ab98d03af79f6d967,barra mansa,RJ,2018-08-23,2018-08,67bd616e1ba0d3d3e8545f3113b0140d,health_beauty,14.49,32.72,5
907d60e687ca48a571844a50f21ac995,559da40e28e7541e69053dcd7584946d,porto alegre,RS,2018-07-16,2018-07,ca0e18cb90ba3928271a3b09d9141dd0,telephony,32.99,51.32,5
3fe73ed9f9247ec5ecf012be58e14579,f1996a8bca0cd0c205f131c476943130,marilia,SP,2018-07-04,2018-07,69f1af20fc47db1c5136f570d7e71fb9,health_beauty,64.99,125.73,5
ce771c5895b52f1d306746c60afba9b0,1d6d086151df8c65fd7ba9e26c7631ca,ribeirao preto,SP,2017-07-12,2017-07,505005df95180728667b709c27783732,office_furniture,179.98,225.71,4
1092bd1c4047de3d8b0445f8539f4dc6,22705c3b9d99040b971bd4aeb236ecdc,tramandai,RS,2018-01-28,2018-01,29fd9022374ff3fef2e8f82c39b4133e,bed_bath_table,69.9,86.15,5
2ace7e1ba19304db3cc21291effaa7fc,c248cb866a60116f04bde9a86344de65,botucatu,SP,2017-11-29,2017-11,f4f67ccaece962d013a4e1d7dc3a61f7,auto,229.04,251.65,1
1112bad3c4cd355a36c9d51e7e8e57d1,5629e64f4d9749f0cd9f31b3f7a8ab1b,rio de janeiro,RJ,2017-03-13,2017-03,2ea92fab7565c4fe9f91a5e4e1756258,stationery,69.9,87.13,5
05d5a67b06f86425711075939a164657,716c95338343be76a421f05145f6d9b7,sao bernardo do campo,SP,2017-10-24,2017-10,2a592642399b33baf3a5729a6335b21c,perfumery,9.99,18.38,4
e5db2271e5244dc30abdd52135b98586,fcf9e2332ddc4452bffdf1915601477b,santos,SP,2017-07-16,2017-07,acde6bd0b5f91190e2a123df389b0b47,auto,24.9,33.17,5
0c7fc95baa5e16992ed412ccea7f28b3,a25c191eb1025845e8e9d1d806fa2605,santo angelo,RS,2016-10-05,2016-10,9805b37a2e4983fb5dbb5c8168590c44,industry_commerce_and_business,89.9,113.17,4
7799fe2d11ea5199a87e247eab4abcd2,a6aa137231a82a6c8587f8b6130338a4,imperatriz,MA,2018-04-14,2018-04,f95d9369ebf76f811194c72bd22ff244,furniture_decor,169.0,226.73,3
458a48845a6b2f3f15dbb0868c8f6c05,6de0d4a3d285eb49e012d03404aa652e,sao paulo,SP,2018-05-31,2018-05,f8b624d4e475bb8d1bddf1b65c6a64f6,housewares,179.0,206.69,5
0bd8d3c647ff6125dc1689eecf809a90,2cc52602f1e7839b508eec87bcddf2c1,brasilia,DF,2018-06-28,2018-06,08ddfb809affc027d1aec6d639969dbc,telephony,16.9,32.13,5
64065ff7503353586b3dacf9aec56ae7,954e58351016ce296c9b714dad1c5d76,caxias do sul,RS,2018-01-06,2018-01,c33af1c0bec994ff07664ab6dcae7a86,furniture_decor,29.6,282.45,5
bb6f77e22d300a3c74436c9ea8925945,76696c96f4cfa5fbaa17fdcced323c9b,mucambo,CE,2017-12-19,2017-12,4293865e4ead3d446609086b4cfedb4f,bed_bath_table,119.9,149.14,4
327c17fe3bf926f72f592503b52e3b5a,b9c84df370dea836ec452ed49cca4c78,santos,SP,2018-01-07,2018-01,eedc20781b2e095ce09617ffc959e188,bed_bath_table,259.9,278.43,4
1bb21849ba48d381c52bcc9426f28051,f96b1ea5b94b1f78d8dfc90b9c79866e,sao caetano do sul,SP,2018-08-11,2018-08,e66b7287b647f1f712fb6f0ac2a6b371,furniture_decor,89.9,113.33,3
e9d858520377b7880e64c65e98d463bd,5f178138c04080d46e3dfe3852442835,ijui,RS,2017-02-16,2017-02,f41c5473a596f099a92bd03297ab0aba,books_general_interest,116.0,166.0,5
d7f4e2f755cf2f40aa7c39804cfe01c4,18ad705482141f60ad05945506ef2b9e,uberlandia,MG,2017-11-26,2017-11,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.9,30.22,5
3755381b59f0d1e1540c0d3f1d6fc1ff,1c615574e183e74d030daedc373ba3ec,joinville,SC,2017-10-10,2017-10,25c774ad0d618117638d514f121dc66f,fashion_bags_accessories,33.9,46.5,5
30a2a8e6ef2552f025074bb8b55dbd88,1c5a1cf9139b1ee9d22154f6a1af7954,brumadinho,MG,2018-06-18,2018-06,3f212fef0e1f11b343226b633f0426df,health_beauty,110.0,128.57,5
f80549a97eb203e1566e026ab66f045b,4a60b2ce1ee8c7b828e4bbcca5b86b41,diadema,SP,2017-09-12,2017-09,d5991653e037ccb7af6ed7d94246b249,computers_accessories,137.9,1767.1,1
00e6786fee8f476835c151a4d3fa9bf1,7920ebe0de6925c9b6a7900675231e7e,porto alegre,RS,2018-03-10,2018-03,76d1a1a9d21ab677a61c3ae34b1b352f,unknown,159.77,175.77,5
a05fc37f43df506f00a32f1507e4d360,7a542429a51807452d689223d25878d2,goiania,GO,2018-02-25,2018-02,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,128.89,144.54,0
8a8bd4a338e17ace44431e99a2add1d2,460a1052bb04a53c2d748b89ef49f1c5,brasilia,DF,2018-05-15,2018-05,8ac47b3ab13c68f49f10dde899674149,dvds_blu_ray,83.99,20.0,5
1bcc9dd1dbb385cedfcf4d96da5af4ff,6b2a1131b5665f2625535c426047add0,teresina,PI,2017-03-04,2017-03,79896466715d0179d8e5c8a84e5f0a18,cool_stuff,449.0,486.59,5
704611e37204252ce312c0b0ce22ef41,1bd85c9d65bc738698fef11a58127278,cuiaba,MT,2018-03-09,2018-03,93c902b021a9e594f658ab1b0351602a,electronics,97.9,118.32,5
e46fb51d8715ef0a91c9e18e9d6f2470,938c90091f4f87dcd079af568de52375,sapucaia do sul,RS,2018-04-05,2018-04,962a6951154f98f2c8e9a5b8b2bcf4a9,furniture_decor,75.0,96.61,5
cdd88fe2cf9ac965891c9fc6b17c9c9c,e5117c3807c2abb93db1519087c179ea,rio de janeiro,RJ,2018-02-27,2018-02,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,179.0,224.71,5
ede9991379672ca99196a7e9363e984c,3eab24a1a33e742785f4f5b3360dc89b,juiz de fora,MG,2017-09-10,2017-09,0c3cd8d63839bed6f80aca6388766417,watches_gifts,29.99,56.88,5
351c15bef09303939e36600fe668b5fd,19eb39e6ed9026791878172c4a694dba,nova xavantina,MT,2017-11-21,2017-11,40b2a43c74c26b963dd1bd05384663a0,sports_leisure,160.0,194.92,5
214957eabef2b509b290c836e9e97c03,8ae249501042d4c2fa227b82515490f6,lajeado,RS,2017-08-23,2017-08,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,19.9,35.0,5
1e08b6a6408c04834b0d96cb9ce194fc,236f4aa3f23eb55a11689a47d8851026,sao paulo,SP,2017-05-04,2017-05,ac5e164e2eda939ffa46593f90077f9a,fashion_shoes,32.9,47.01,5
